,year,icpsr_state_code,alphanumeric_state_code,state,votes,eligible_voters
642,1992,32,17,Kansas,1161044,1810750
643,1992,51,18,Kentucky,NA,2772600
644,1992,45,19,Louisiana,1799596,2997301
645,1992,2,20,Maine,NA,915082
646,1992,52,21,Maryland,1999486,3440015
647,1992,3,22,Massachusetts,2822962,4346897
648,1992,23,23,Michigan,4341909,6786593
649,1992,33,24,Minnesota,2355796,3187255
650,1992,46,25,Mississippi,1008019,1854797
651,1992,34,26,Missouri,NA,3792675
652,1992,64,27,Montana,417564,593345
653,1992,35,28,Nebraska,744548,1149525
654,1992,65,29,Nevada,513387,940066
655,1992,4,30,New Hampshire,545197,814160
656,1992,12,31,New Jersey,3348312,5398559
657,1992,66,32,New Mexico,590901,1073421
658,1992,13,33,New York,7068630,12227775
659,1992,47,34,North Carolina,NA,5077494
660,1992,36,35,North Dakota,315199,462631
661,1992,24,36,Ohio,5043094,8063595
662,1992,53,37,Oklahoma,1455635,2293931
663,1992,72,38,Oregon,1498959,2144867
664,1992,14,39,Pennsylvania,NA,9010940
665,1992,5,40,Rhode Island,NA,721593
666,1992,48,41,South Carolina,1234712,2610725
667,1992,37,42,South Dakota,NA,503759
668,1992,54,43,Tennessee,NA,3726024
669,1992,49,44,Texas,NA,11356487
670,1992,67,45,Utah,784988,1162363
671,1992,6,46,Vermont,292797,419810
672,1992,40,47,Virginia,NA,4622125
673,1992,73,48,Washington,2324907,3575852
674,1992,56,49,West Virginia,NA,1365368
675,1992,25,50,Wisconsin,NA,3619273
676,1992,68,51,Wyoming,203602,324253
677,1990,0,0,United States,87078225,176629259
678,1990,41,1,Alabama,NA,2956385
679,1990,81,2,Alaska,197540,364419
680,1990,61,3,Arizona,1094735,2523614
681,1990,42,4,Arkansas,NA,1710799
682,1990,71,5,California,7899131,18156500
683,1990,62,6,Colorado,1046139,2366650
684,1990,1,7,Connecticut,1159361,2383795
685,1990,11,8,Delaware,183977,486760
686,1990,55,9,District of Columbia,171677,441742
687,1990,43,10,Florida,NA,9145312
688,1990,44,11,Georgia,NA,4588953
689,1990,82,12,Hawaii,354144,770836
690,1990,63,13,Idaho,328340,690154
691,1990,21,14,Illinois,3420720,8029525
692,1990,22,15,Indiana,1566371,4080236
693,1990,31,16,Iowa,1004908,2030935
694,1990,32,17,Kansas,805251,1783412
695,1990,51,18,Kentucky,NA,2722356
696,1990,45,19,Louisiana,NA,2959148
697,1990,2,20,Maine,NA,910982
698,1990,52,21,Maryland,1170867,3397126
699,1990,3,22,Massachusetts,2424579,4384671
700,1990,23,23,Michigan,2641649,6693069
701,1990,33,24,Minnesota,1843104,3136830
702,1990,46,25,Mississippi,NA,1824156
703,1990,34,26,Missouri,NA,3740308
704,1990,64,27,Montana,326652,573045
705,1990,35,28,Nebraska,604195,1131746
706,1990,65,29,Nevada,325959,858018
707,1990,4,30,New Hampshire,307700,814549
708,1990,12,31,New Jersey,1998894,5429251
709,1990,66,32,New Mexico,429509,1026902
710,1990,13,33,New York,4290261,12271903
711,1990,47,34,North Carolina,NA,4938968
712,1990,36,35,North Dakota,240301,461711
713,1990,24,36,Ohio,3620469,7975680
714,1990,53,37,Oklahoma,929639,2251719
715,1990,72,38,Oregon,1133125,2057833
716,1990,14,39,Pennsylvania,NA,8962083
717,1990,5,40,Rhode Island,375188,725084
718,1990,48,41,South Carolina,793614,2537384
719,1990,37,42,South Dakota,NA,494849
720,1990,54,43,Tennessee,NA,3624940
721,1990,49,44,Texas,NA,11034190
722,1990,67,45,Utah,457983,1086050
723,1990,6,46,Vermont,217384,415564
724,1990,40,47,Virginia,NA,4512504
725,1990,73,48,Washington,1362651,3421256
726,1990,56,49,West Virginia,NA,1347723
727,1990,25,50,Wisconsin,NA,3541548
728,1990,68,51,Wyoming,164309,312961
729,1988,0,0,United States,91594809,173579281
730,1988,41,1,Alabama,NA,2901744
731,1988,81,2,Alaska,203433,355023
732,1988,61,3,Arizona,1204169,2454254
733,1988,42,4,Arkansas,NA,1689491
734,1988,71,5,California,10194539,17738700
735,1988,62,6,Colorado,1416265,2327768
736,1988,1,7,Connecticut,1461962,2379699
737,1988,11,8,Delaware,254973,472441
738,1988,55,9,District of Columbia,197135,453636
739,1988,43,10,Florida,NA,8777510
740,1988,44,11,Georgia,NA,4459739
741,1988,82,12,Hawaii,368567,739890
742,1988,63,13,Idaho,421213,667345
743,1988,21,14,Illinois,4697192,7950848
744,1988,22,15,Indiana,2222811,3996319
745,1988,31,16,Iowa,1240854,2021793
746,1988,32,17,Kansas,NA,1774451
747,1988,51,18,Kentucky,NA,2680364
748,1988,45,19,Louisiana,NA,2941023
749,1988,2,20,Maine,NA,888612
750,1988,52,21,Maryland,1747350,3325582
751,1988,3,22,Massachusetts,2689857,4385728
752,1988,23,23,Michigan,3745751,6608812
753,1988,33,24,Minnesota,2125119,3087194
754,1988,46,25,Mississippi,NA,1792847
755,1988,34,26,Missouri,NA,3696905
756,1988,64,27,Montana,378981,568014
757,1988,35,28,Nebraska,678669,1125252
758,1988,65,29,Nevada,354261,768131
759,1988,4,30,New Hampshire,462503,800468
760,1988,12,31,New Jersey,3102502,5435008
761,1988,66,32,New Mexico,535694,1002876
762,1988,13,33,New York,6636310,12300666
763,1988,47,34,North Carolina,NA,4794041
764,1988,36,35,North Dakota,309100,466684
765,1988,24,36,Ohio,4505284,7869099
766,1988,53,37,Oklahoma,1192815,2245785
767,1988,72,38,Oregon,1235199,1982355
768,1988,14,39,Pennsylvania,NA,8892826
769,1988,5,40,Rhode Island,415963,721773
770,1988,48,41,South Carolina,1041846,2453644
771,1988,37,42,South Dakota,NA,494034
772,1988,54,43,Tennessee,NA,3551452
773,1988,49,44,Texas,NA,10833436
774,1988,67,45,Utah,661546,1043170
775,1988,6,46,Vermont,270148,404795
776,1988,40,47,Virginia,NA,4396900
777,1988,73,48,Washington,1923043,3282173
778,1988,56,49,West Virginia,NA,1347692
779,1988,25,50,Wisconsin,NA,3489742
780,1988,68,51,Wyoming,186417,315073
781,1986,0,0,United States,57253066,170396029
782,1986,41,1,Alabama,NA,2869652
783,1986,81,2,Alaska,182526,351841
784,1986,61,3,Arizona,889668,2319046
785,1986,42,4,Arkansas,NA,1681564
786,1986,71,5,California,7617142,17166275
787,1986,62,6,Colorado,1096867,2309652
788,1986,1,7,Connecticut,1025605,2344327
789,1986,11,8,Delaware,165563,455609
790,1986,55,9,District of Columbia,134158,465993
791,1986,43,10,Florida,NA,8384015
792,1986,44,11,Georgia,NA,4300049
793,1986,82,12,Hawaii,344416,715459
794,1986,63,13,Idaho,392909,663126
795,1986,21,14,Illinois,3322657,7912733
796,1986,22,15,Indiana,1619005,3943714
797,1986,31,16,Iowa,922094,2020678
798,1986,32,17,Kansas,NA,1757001
799,1986,51,18,Kentucky,NA,2661218
800,1986,45,19,Louisiana,NA,3014498
801,1986,2,20,Maine,NA,858200
802,1986,52,21,Maryland,1161136,3216833
803,1986,3,22,Massachusetts,1777276,4326264
804,1986,23,23,Michigan,2468009,6520661
805,1986,33,24,Minnesota,1456579,3024070
806,1986,46,25,Mississippi,NA,1782721
807,1986,34,26,Missouri,NA,3655213
808,1986,64,27,Montana,326436,572113
809,1986,35,28,Nebraska,577916,1123099
810,1986,65,29,Nevada,264365,700192
811,1986,4,30,New Hampshire,257410,760526
812,1986,12,31,New Jersey,1639330,5396487
813,1986,66,32,New Mexico,408621,987220
814,1986,13,33,New York,4481718,12263480
815,1986,47,34,North Carolina,NA,4653016
816,1986,36,35,North Dakota,295177,473962
817,1986,24,36,Ohio,3628870,7781083
818,1986,53,37,Oklahoma,934447,2290182
819,1986,72,38,Oregon,1088140,1928782
820,1986,14,39,Pennsylvania,NA,8820459
821,1986,5,40,Rhode Island,322724,711034
822,1986,48,41,South Carolina,763493,2393329
823,1986,37,42,South Dakota,NA,492333
824,1986,54,43,Tennessee,NA,3478867
825,1986,49,44,Texas,NA,10786533
826,1986,67,45,Utah,445499,1024337
827,1986,6,46,Vermont,211709,389843
828,1986,40,47,Virginia,NA,4240797
829,1986,73,48,Washington,1358160,3151152
830,1986,56,49,West Virginia,449249,1370305
831,1986,25,50,Wisconsin,NA,3432034
832,1986,68,51,Wyoming,168615,328971
833,1984,0,0,United States,92652842,167701904
834,1984,41,1,Alabama,NA,2831099
835,1984,81,2,Alaska,213173,343030
836,1984,61,3,Arizona,1051339,2151391
837,1984,42,4,Arkansas,NA,1668136
838,1984,71,5,California,9796375,16618345
839,1984,62,6,Colorado,1343437,2267668
840,1984,1,7,Connecticut,1490946,2300533
841,1984,11,8,Delaware,258182,442354
842,1984,55,9,District of Columbia,219193,471669
843,1984,43,10,Florida,NA,7976805
844,1984,44,11,Georgia,NA,4119852
845,1984,82,12,Hawaii,349253,694187
846,1984,63,13,Idaho,421935,662771
847,1984,21,14,Illinois,4969352,7922605
848,1984,22,15,Indiana,2268493,3916362
849,1984,31,16,Iowa,1339886,2057482
850,1984,32,17,Kansas,NA,1751223
851,1984,51,18,Kentucky,NA,2643027
852,1984,45,19,Louisiana,NA,3019930
853,1984,2,20,Maine,NA,840251
854,1984,52,21,Maryland,1695924,3113967
855,1984,3,22,Massachusetts,2595054,4273437
856,1984,23,23,Michigan,3884854,6407156
857,1984,33,24,Minnesota,2115317,2982015
858,1984,46,25,Mississippi,NA,1766654
859,1984,34,26,Missouri,NA,3617948
860,1984,64,27,Montana,395006,578925
861,1984,35,28,Nebraska,670781,1135012
862,1984,65,29,Nevada,294413,656862
863,1984,4,30,New Hampshire,406608,718967
864,1984,12,31,New Jersey,3215941,5318696
865,1984,66,32,New Mexico,522328,956246
866,1984,13,33,New York,7000828,12232120
867,1984,47,34,North Carolina,NA,4512013
868,1984,36,35,North Dakota,324179,482655
869,1984,24,36,Ohio,4664223,7732456
870,1984,53,37,Oklahoma,1290555,2324445
871,1984,72,38,Oregon,1265824,1906880
872,1984,14,39,Pennsylvania,NA,8790815
873,1984,5,40,Rhode Island,422851,697537
874,1984,48,41,South Carolina,1018701,2329080
875,1984,37,42,South Dakota,NA,494651
876,1984,54,43,Tennessee,NA,3415760
877,1984,49,44,Texas,NA,10582774
878,1984,67,45,Utah,641846,998820
879,1984,6,46,Vermont,235140,381479
880,1984,40,47,Virginia,NA,4100160
881,1984,73,48,Washington,1931546,3072714
882,1984,56,49,West Virginia,NA,1391427
883,1984,25,50,Wisconsin,NA,3409202
884,1984,68,51,Wyoming,196153,338733
885,1982,0,0,United States (Excl. Louisiana),60496025,160466919
886,1982,41,1,Alabama,NA,2780689
887,1982,81,2,Alaska,199458,307558
888,1982,61,3,Arizona,742923,2017098
889,1982,42,4,Arkansas,NA,1639482
890,1982,71,5,California,8064314,16161555
891,1982,62,6,Colorado,1037774,2196263
892,1982,1,7,Connecticut,1112428,2253328
893,1982,11,8,Delaware,195726,430257
894,1982,55,9,District of Columbia,NA,470719
895,1982,43,10,Florida,NA,7565499
896,1982,44,11,Georgia,NA,3945107
897,1982,82,12,Hawaii,325459,671172
898,1982,63,13,Idaho,332237,650534
899,1982,21,14,Illinois,3856875,7908220
900,1982,22,15,Indiana,1834225,3879314
901,1982,31,16,Iowa,1050495,2068844
902,1982,32,17,Kansas,NA,1736298
903,1982,51,18,Kentucky,NA,2615445
904,1982,45,19,Louisiana,NA,2982702
905,1982,2,20,Maine,NA,817814
906,1982,52,21,Maryland,1190011,3034834
907,1982,3,22,Massachusetts,2103780,4184146
908,1982,23,23,Michigan,3135928,6357552
909,1982,33,24,Minnesota,1834737,2943169
910,1982,46,25,Mississippi,NA,1743267
911,1982,34,26,Missouri,NA,3567803
912,1982,64,27,Montana,328082,569629
913,1982,35,28,Nebraska,559422,1128918
914,1982,65,29,Nevada,242578,621060
915,1982,4,30,New Hampshire,289057,686264
916,1982,12,31,New Jersey,2286925,5224732
917,1982,66,32,New Mexico,417945,919311
918,1982,13,33,New York,5437367,12118685
919,1982,47,34,North Carolina,NA,4347870
920,1982,36,35,North Dakota,272876,476851
921,1982,24,36,Ohio,3551995,7692059
922,1982,53,37,Oklahoma,901488,2302670
923,1982,72,38,Oregon,1063913,1895706
924,1982,14,39,Pennsylvania,NA,8749931
925,1982,5,40,Rhode Island,370928,684977
926,1982,48,41,South Carolina,688300,2260577
927,1982,37,42,South Dakota,NA,489474
928,1982,54,43,Tennessee,NA,3357236
929,1982,49,44,Texas,NA,10228820
930,1982,67,45,Utah,537207,962724
931,1982,6,46,Vermont,172084,372982
932,1982,40,47,Virginia,NA,3960296
933,1982,73,48,Washington,1404831,2999997
934,1982,56,49,West Virginia,NA,1399303
935,1982,25,50,Wisconsin,NA,3372875
936,1982,68,51,Wyoming,172065,344218
937,1980,0,0,United States,86515221,159635102
938,1980,41,1,Alabama,NA,2726249
939,1980,81,2,Alaska,162653,270122
940,1980,61,3,Arizona,898183,1890167
941,1980,42,4,Arkansas,NA,1610104
942,1980,71,5,California,8775459,15610966
943,1980,62,6,Colorado,1225549,2071959
944,1980,1,7,Connecticut,1423403,2201356
945,1980,11,8,Delaware,239136,421344
946,1980,55,9,District of Columbia,178434,470956
947,1980,43,10,Florida,NA,7088658
948,1980,44,11,Georgia,NA,3791652
949,1980,82,12,Hawaii,318026,646583
950,1980,63,13,Idaho,446045,633624
951,1980,21,14,Illinois,4868890,7868300
952,1980,22,15,Indiana,2275433,3846321
953,1980,31,16,Iowa,1314258,2070935
954,1980,32,17,Kansas,NA,1704420
955,1980,51,18,Kentucky,NA,2562572
956,1980,45,19,Louisiana,NA,2868792
957,1980,2,20,Maine,NA,799746
958,1980,52,21,Maryland,1557709,2964704
959,1980,3,22,Massachusetts,2566807,4110721
960,1980,23,23,Michigan,3978647,6374955
961,1980,33,24,Minnesota,2079451,2882406
962,1980,46,25,Mississippi,NA,1704163
963,1980,34,26,Missouri,NA,3529489
964,1980,64,27,Montana,371976,554636
965,1980,35,28,Nebraska,651281,1115142
966,1980,65,29,Nevada,297318,573118
967,1980,4,30,New Hampshire,402415,660560
968,1980,12,31,New Jersey,2999879,5123773
969,1980,66,32,New Mexico,464848,873515
970,1980,13,33,New York,6359218,12006100
971,1980,47,34,North Carolina,NA,4203817
972,1980,36,35,North Dakota,314525,462223
973,1980,24,36,Ohio,4378937,7637813
974,1980,53,37,Oklahoma,1172303,2162051
975,1980,72,38,Oregon,1209691,1880863
976,1980,14,39,Pennsylvania,NA,8664166
977,1980,5,40,Rhode Island,423349,675067
978,1980,48,41,South Carolina,922397,2176721
979,1980,37,42,South Dakota,NA,484328
980,1980,54,43,Tennessee,NA,3285608
981,1980,49,44,Texas,NA,9572904
982,1980,67,45,Utah,609691,915484
983,1980,6,46,Vermont,215500,363143
984,1980,40,47,Virginia,NA,3830887
985,1980,73,48,Washington,1772904,2923670
986,1980,56,49,West Virginia,742150,1387231
987,1980,25,50,Wisconsin,NA,3322053
988,1980,68,51,Wyoming,181004,326644
989,2016,0,52,West,30877982,51320917
990,2016,0,53,South,50362476,85213775
991,2016,0,54,Midwest,32108585,49653354
992,2016,0,55,Northeast,25282216,40233477
993,2014,0,52,West,17573192,48212384
994,2014,0,53,South,24905751,63967498
995,2014,0,54,Midwest,20449598,49482739
996,2014,0,55,Northeast,14348491,40080240
997,2012,0,52,West,28095138,48260162
998,2012,0,53,South,33285934,54299038
999,2012,0,54,Midwest,25577825,40229955
1000,2012,0,55,Northeast,17302577,29147949
1001,2010,0,52,West,21832325,46798632
1002,2010,0,53,South,29975517,76614171
1003,2010,0,54,Midwest,22173558,48318392
1004,2010,0,55,Northeast,16126025,39032153
1005,2008,0,52,West,28382216,45298271
1006,2008,0,53,South,37636202,59903171
1007,2008,0,54,Midwest,32394150,47843210
1008,2008,0,55,Northeast,23072639,36070741
1009,2006,0,52,West,18913852,43866737
1010,2006,0,53,South,20217130,51950694
1011,2006,0,54,Midwest,23028383,47411195
1012,2006,0,55,Northeast,11500156,27777765
1013,2004,0,52,West,26120351,42582426
1014,2004,0,53,South,32323885,54106665
1015,2004,0,54,Midwest,31323564,46942327
1016,2004,0,55,Northeast,17811321,28542764
1017,2002,0,52,West,16667041,41294269
1018,2002,0,53,South,15600831,39705378
1019,2002,0,54,Midwest,14259792,33571914
1020,2002,0,55,Northeast,11186228,27249989
1021,2000,0,52,West,20607341,36675039
1022,2000,0,53,South,29951545,56996296
1023,2000,0,54,Midwest,21126478,35908829
1024,2000,0,55,Northeast,15751578,26960408
1025,1998,0,52,West,15762500,35701825
1026,1998,0,53,South,12335806,34221146
1027,1998,0,54,Midwest,16725659,37449118
1028,1998,0,55,Northeast,10706875,26587532
1029,1996,0,52,West,18882891,34535834
1030,1996,0,53,South,18847040,37124748
1031,1996,0,54,Midwest,20988442,37126538
1032,1996,0,55,Northeast,14330432,25645586
1033,1994,0,52,West,17196700,36325513
1034,1994,0,53,South,10866876,28358367
1035,1994,0,54,Midwest,16352712,36720318
1036,1994,0,55,Northeast,11388824,25530148
1037,1992,0,52,West,21958349,35361156
1038,1992,0,53,South,13458341,23629367
1039,1992,0,54,Midwest,22834715,35794617
1040,1992,0,55,Northeast,15723507,25564138
1041,1990,0,52,West,15120217,34208238
1042,1990,0,53,South,3249774,9114731
1043,1990,0,54,Midwest,15746968,35323144
1044,1990,0,55,Northeast,10773367,26424817
1045,1988,0,52,West,19083327,33244772
1046,1988,0,53,South,4434119,8951088
1047,1988,0,54,Midwest,19524780,33126001
1048,1988,0,55,Northeast,15039245,26428137
1049,1986,0,52,West,14583364,32218166
1050,1986,0,53,South,3608046,10192251
1051,1986,0,54,Midwest,14290307,32800000
1052,1986,0,55,Northeast,9715772,26191961
1053,1984,0,52,West,18422628,31246572
1054,1984,0,53,South,4482555,8681515
1055,1984,0,54,Midwest,20237085,32635743
1056,1984,0,55,Northeast,15367368,25922769
1057,1982,0,52,West,14868786,30316825
1058,1982,0,53,South,2975525,8028338
1059,1982,0,54,Midwest,16096553,32454927
1060,1982,0,55,Northeast,11772569,25525114
1061,1980,0,52,West,16733347,29171351
1062,1980,0,53,South,4812129,9583007
1063,1980,0,54,Midwest,19861422,32258095
1064,1980,0,55,Northeast,14390571,25140720
